id	filename	md5	size	state
c70a404a-1d41-4bd9-905f-83273f55e3b2	nationwidechildrens.org_clinical.TCGA-55-6987.xml	0e83907558e86434f3d6dec2530c074b	34658	released
1860869f-ecb5-43ae-9714-328ff5748c2a	b57cc3e6-9017-48b7-9de9-74fe57d9bf6d.rna_seq.augmented_star_gene_counts.tsv	a515e535c4089d239c9ec3ab7b071b32	4255315	released
5305e629-f25b-4086-b893-725effdf1d1a	nationwidechildrens.org_clinical.TCGA-55-6980.xml	2257d38be30f82ab85f2f410ad9e1e8c	34585	released
4b11527c-fb98-4ad4-aaac-6f0c6c1d185c	78e95f3e-1067-48a8-9429-dfdd6f587066.rna_seq.augmented_star_gene_counts.tsv	6d0cc74da5bd27143b1a5fce6fbeeee5	4219964	released
a8252e2f-1dbd-4f3c-9e11-599a33d6fd24	a43440a1-25e9-4841-8cc0-b5c5ebc4a8b7.rna_seq.augmented_star_gene_counts.tsv	eedaea98c82a46a1b10d887366dba45c	4220412	released
b6d704be-2e8f-40cc-9c09-ffde6be5c814	9ef1e12b-70d8-482c-b75f-6c69afd6e2ff.rna_seq.augmented_star_gene_counts.tsv	306b7c7f14d2ca02e179a2b05ae193e7	4235174	released
8e14dba9-6132-483c-892b-b244704fdc38	9343d3bd-0f60-49c3-8625-31a8a7a846c4.rna_seq.augmented_star_gene_counts.tsv	ad64263c4428fbc208bb34e0a5d2e362	4245632	released
d65684b4-e76e-4c1e-80da-99949bbbb05d	nationwidechildrens.org_clinical.TCGA-91-6835.xml	2fd95acee1122e29af6b4c03f3207e80	34779	released
71ac888b-0acc-4cfd-a21a-4c9ff8d06bf9	bd84bab3-4614-4806-bfd1-dab3fca9d6fa.rna_seq.augmented_star_gene_counts.tsv	df571b77146fc739adb1b5b1878a9bdb	4228970	released
c3374261-db60-4f59-800e-927b86f430fe	nationwidechildrens.org_clinical.TCGA-86-8585.xml	e904f4d288a67811369cbefd49d01dd8	35001	released
76cc364e-8214-4a17-8083-9ea80e74c400	918be5f7-a963-406f-8ce4-0a3e528998e5.rna_seq.augmented_star_gene_counts.tsv	532a71a067f0e4104b824a67c52d0839	4243235	released
eb4b876b-aeee-48ae-bb52-9bd4032df619	nationwidechildrens.org_clinical.TCGA-62-8398.xml	e6ad4ce592df560ece4b498f31a30f04	38811	released
0344d3bb-8bb2-459e-bc1f-ba31c7470d08	39807893-979e-44c6-ada9-444c68b863c3.rna_seq.augmented_star_gene_counts.tsv	813876c8339211b5f2dbd9bfa5ede767	4241361	released
deb2d529-5ea7-4a41-be07-f9239d7ac759	5d081953-cf3a-40cb-95bf-f418ed3879ac.rna_seq.augmented_star_gene_counts.tsv	f51db06a247a24205c23debe748cf6e8	4234104	released
5251b0df-d048-425c-a0c0-837581395038	nationwidechildrens.org_clinical.TCGA-S2-AA1A.xml	8cc8ad1bd98845db63b4a0e0f06b6761	35492	released
cb6a3198-2662-4150-bee9-51b692968209	c6dd2eb6-2297-4dc0-8cae-c7a6b733a1c2.rna_seq.augmented_star_gene_counts.tsv	644b65b26d1f69356dfc3abe47adb4ab	4217663	released
17b4f41b-b918-4264-b4b3-86b34dfe43e3	nationwidechildrens.org_clinical.TCGA-50-5066.xml	7834801af0368d7138fef80a3972f498	60617	released
347db78b-ddfc-46ed-9fe4-0ca52ac432ef	ad3180d3-8ae4-4446-9292-dd0c464b03c9.rna_seq.augmented_star_gene_counts.tsv	fc3c9c028d4158ed18470a5e07e47543	4275769	released
e4f58732-bdde-4c54-9cc1-5215b0e93ade	nationwidechildrens.org_clinical.TCGA-05-4398.xml	3c1383bdd462699f76e89fc439b712bf	45903	released
a308da6a-7eec-4a96-8884-d6ea49637744	14797b04-c56a-4ceb-bd0f-a4e785e90f75.rna_seq.augmented_star_gene_counts.tsv	f0cecb0ee5d1b480a3579cd29f642f1c	4269503	released
bd86afea-bf8c-410c-9ac3-50556a79dfca	nationwidechildrens.org_clinical.TCGA-97-A4M6.xml	a0dd9a7d5c442b0dcf3254b1a84e84da	35518	released
975121d2-ba5d-4b2c-bd50-278311c7144a	143cbdd4-689e-4ba9-b0ad-069629dc7dfa.rna_seq.augmented_star_gene_counts.tsv	183d0ae0ff94b26d27b2579096f3a782	4245159	released
d05a2b4b-20e4-4cac-984c-68d8ea93ee7e	nationwidechildrens.org_clinical.TCGA-75-6214.xml	a9a7ed082519d6a5e00c17105e4ddd98	43227	released
ef2621f5-ec61-42ee-879f-9d7615372a5e	73fc90cb-2b56-4a6b-8083-42f6647a2478.rna_seq.augmented_star_gene_counts.tsv	2c7c0763767cfe71f81fcd644e3f8c13	4248351	released
de26de4a-c738-4a8b-a44a-0eab208c0db2	fb3e2838-b073-40c9-824f-3216f940a2c5.rna_seq.augmented_star_gene_counts.tsv	aa4c3f2f7f71e48e66bcb156dbb98a3b	4241952	released
1b74b20d-be60-42b3-b87d-399373e0d8ba	nationwidechildrens.org_clinical.TCGA-L4-A4E5.xml	e48bdf22b90f75a88cd9d4ac3c990b62	35702	released
aac8d690-d889-48c3-b362-76f96c1d7e68	nationwidechildrens.org_clinical.TCGA-55-A48X.xml	62f8b4c376ffed1a8f3279ace51dd4f1	47034	released
